name,metrics
ore_ont_283.owl,0.7255610.139340.2864710.3126610.7736280.7570580.01.01.00.7117980.2837810.6993380.00.2463040.7823520.0900140.7930020.1666930.7829470.1618690.00.00.7944411.01.00.00.00.00.666667
ore_ont_6202.owl,0.5087970.0289230.2281813.18E-40.1538070.00.01.01.00.00.00.00.00.1919490.5872820.0438820.3785510.0254570.5284590.029091.00.00.00.00.00.00.00.00.0
ore_ont_6816.owl,0.7959120.0520540.1853140.2596190.683820.2122390.6361.01.00.5372250.0157570.5304030.8533880.2614260.7096630.2290870.8206410.1491260.6872710.1430096.0E-40.00.6874540.99941.00.00.00.5833331.0
ore_ont_16684.owl,0.6984310.0287817.02E-41.62E-40.1196851.00.01.01.00.00.00.00.00.1919450.716270.0438460.7482810.0252780.6741040.028960.00.00.1628921.01.00.00.00.00.0
ore_ont_6735.owl,0.1732220.028240.281030.00.00.00.01.01.00.00.00.00.00.19070.3583790.0431480.1834960.0245830.270060.0281880.00.00.00.00.00.00.00.00.0
ore_ont_11696.owl,0.4836910.0729320.3791620.1509620.5224950.0270850.2518570.862520.8449510.3650370.022950.3271240.5293320.1946610.5573550.0836160.309360.0883570.5229340.0680530.00.50250.363060.1720.91390.08610.00.00.770878
ore_ont_13103.owl,0.5917810.1718580.4929230.4574580.7200540.4275120.6944070.9962870.9966410.4203260.0078970.3864210.00.2599810.7104620.1219930.5037160.2096980.7111530.1630960.36990.00.6963840.62281.00.00.00.00.97351
ore_ont_2738.owl,0.6990510.1534290.4359060.5339520.7895830.1987270.6928590.9998380.9992010.6853150.1967750.7110280.00.1912780.7635250.1034910.6688070.1848550.7959510.1036390.36820.00.8068770.63151.00.00.00.5120370.902439
ore_ont_14607.owl,0.6152010.4328530.7430330.2406140.8300221.00.01.01.00.00.00.00.00.6686250.8319810.3092330.7019740.54210.8097320.6151250.00.00.6785881.01.00.00.00.00.0
ore_ont_8902.owl,0.453340.085350.4112590.1722730.5225750.0176060.1471310.8262090.7768630.3934520.0457180.3891170.373840.1944980.5535520.068410.2686340.0977670.5227740.0745390.00.65310.3124760.08280.84680.15320.00.00.816393
ore_ont_12932.owl,0.3630920.0288440.2052230.00.0463010.00.01.01.00.00.00.00.5256180.1815770.3692960.2221630.1916540.0257940.2880820.0283490.00.00.00.00.00.00.00.00.0
ore_ont_16188.owl,0.2241880.1146520.2835170.00.3881710.00.01.00.00.00.00.00.2137030.00.00.1080750.3601670.0243880.2509960.0279650.00.00.00.01.00.00.00.01.0
ore_ont_8668.owl,0.4836910.0729160.3791240.1509620.5224680.0270850.2518570.862520.8449510.3650370.0229530.3271240.5293320.1946610.5573550.0836160.309360.0883570.5229340.0680530.00.50250.363060.1720.91390.08610.00.00.770878
ore_ont_9673.owl,0.4353250.0872520.4254910.0555430.5055160.1118870.4335051.00.9997950.147459.52E-40.1545030.00.2524410.5671090.0803460.3330360.1007590.5107460.1086460.00.00.4041331.01.00.00.00.01.0
ore_ont_4469.owl,0.2324830.1413780.4363390.6535720.4476760.1243780.2950830.4386850.4074070.3535750.1339330.2651270.3326990.2122630.4006530.1393510.2537740.189960.3766610.1405560.00.34560.3048640.22120.84340.15660.00.00.864608
ore_ont_12985.owl,0.7320060.1616040.4202770.1067060.7774030.4688350.5892021.00.9999650.7052250.2164860.6919380.00.3068560.7934590.1123560.783730.1952290.7797990.2138060.03030.00.6936720.96971.00.00.00.00.772727
ore_ont_13234.owl,0.2633630.0321060.2742670.00.1892520.00.01.01.00.00.00.00.00.1958120.4221470.0459610.2932070.0295280.3418920.0338590.00.00.00.00.00.00.00.00.0
ore_ont_13524.owl,0.1467790.1104120.2282090.00.3315070.00.01.00.00.00.00.00.0512490.00.00.1088830.2975550.0233920.193550.0268230.00.00.00.01.00.00.00.01.0
ore_ont_1478.owl,0.2276430.1808620.4526110.647870.4684530.2980770.3076980.7046580.5956680.3563320.1131050.351720.1896430.1393920.35680.1595930.3220550.1795110.3658360.0829560.18370.29080.3432640.40310.99580.00420.00.00.852154
ore_ont_16687.owl,0.6649320.0287658.52E-40.00.00.00.01.01.00.00.00.00.00.191940.693470.0438310.7722190.0252540.6483350.0289580.00.00.00.00.00.00.00.00.0
ore_ont_10321.owl,0.059750.044830.335110.3822310.1659860.00.00.5596780.00.00.00.00.1189960.0765180.138880.0985690.1129930.0444060.1106490.0289630.00.00.00.00.27270.72730.56820.01.0
ore_ont_8948.owl,0.2727040.0798410.4117440.1195090.3863460.0053760.00.8742350.8253590.00.00.00.3433890.186570.3954870.0815280.2378190.0760520.3389920.0569940.00.59090.0860590.04550.76090.23910.00.00.779528
ore_ont_6923.owl,0.379290.085960.3896320.0708880.4652510.0069240.00.9731770.9893720.1775470.0028760.3876790.4464180.2008940.4621470.0914750.2909430.0633330.4008070.0510160.35940.00.234670.29690.90160.09840.00.01.0
ore_ont_2837.owl,0.1014640.1052550.4173520.5419920.3139810.2758620.0928290.944960.8604650.164250.0371040.1975710.2379920.1035140.2271570.1171260.179090.1353020.228530.0466870.15150.00.2581780.78790.97830.02170.02170.00.8
ore_ont_13112.owl,0.3715850.0292560.2266880.00.1389020.00.01.01.00.00.00.00.4951540.1919910.4480970.1050380.3625860.0264970.3717160.0303830.00.00.00.00.00.00.00.00.0
ore_ont_7370.owl,0.7847950.1514670.3112760.1628450.8104790.5091650.6973621.00.999980.7430710.2247230.7318230.00.298420.8304140.1104840.8305680.1822330.8202870.1931350.02460.00.7741720.97541.00.00.00.00.772727
ore_ont_12382.owl,0.2487120.1012410.3999450.1288750.4000490.245570.3327891.01.00.3812250.2484770.046510.00.255280.4456920.0861670.3236070.1196180.3800850.1216010.01560.00.3257850.98441.00.00.00.00.857143
ore_ont_1743.owl,0.6311040.0673920.2735190.4138140.6168270.5541730.5783931.01.00.00.00.00.7141450.2015470.6314910.1407270.6620440.1289360.6199270.09854.0E-40.00.6623110.99961.00.00.00.00.0
ore_ont_1430.owl,0.2133320.0834140.3904850.4559150.3542490.00.00.4925560.1965320.00.00.00.3359140.1852350.2926640.1672570.248150.2238390.280530.0876410.00.97220.00.00.52780.47220.00.01.0
ore_ont_6542.owl,0.3067930.0428440.3049030.0037450.3133710.0031750.01.01.00.00.00.00.00.2084350.4576430.0531630.2555650.0436270.3824170.0494690.00.00.1085951.01.00.00.00.01.0
ore_ont_8792.owl,0.5477870.0399030.1656370.00.5401540.00.01.01.00.00.00.00.7409550.2343980.6328880.1717060.6998030.0697790.5798950.0800130.00.00.00.00.00.00.00.00.0
ore_ont_12101.owl,0.087270.0887210.3328310.5681820.2951680.00.00.3666610.4027780.0887730.0095620.046510.0512490.1863190.2856270.0979140.1642290.0993010.2247880.1050350.00.10.00.00.4490.5510.00.00.988764
ore_ont_3262.owl,0.2373320.1752870.4463070.6486280.4755210.2821580.3135250.723050.600610.3639570.1208430.3646010.1896430.1280640.3665920.1446930.3220550.1755230.3835180.0761910.21340.26090.3622960.39920.99590.00410.00.00.852234
ore_ont_3087.owl,0.7755730.1161120.3845020.4270330.7665860.1448250.4320420.9983630.9947560.3949460.0012880.7561480.8477830.0766370.515570.3074740.7898140.0912820.5646950.0360980.07630.00140.6171920.92021.00.00.01320.5099340.900356
ore_ont_22.owl,0.4021520.0458030.1467210.2616230.5288730.4027210.5085351.01.00.4695810.0422250.130570.7091410.2336640.5521950.2485520.6799430.1367770.5173450.1133410.22270.00.4970830.77731.00.00.00.01.0
ore_ont_13919.owl,0.3850260.0382380.1127040.2366910.4841360.7155960.5092051.01.00.4850810.0598990.00.7062140.2097090.5283270.258950.6654780.0996440.4870660.083910.00.00.4932821.01.00.00.00.01.0
ore_ont_5107.owl,0.079320.1332590.4150770.4747070.3328940.0684930.00.5854040.6162790.00.00.00.2379920.1604820.2874570.0883210.2058650.186370.2758020.0771930.04760.30950.1628920.16671.00.00.28570.01.0
ore_ont_148.owl,0.4802050.0796880.3971570.1547170.5295510.0264040.1767170.8581330.8388890.3812250.0287490.4284450.5250110.1921450.5468820.0849470.3129430.0871780.5119510.0658360.00.47070.3516160.16640.94020.05980.00.00.839827
ore_ont_8369.owl,0.1965730.1134730.2684960.00.3682840.00.01.00.00.00.00.00.1537460.00.00.1091910.338340.0241230.2309260.0276610.00.00.00.01.00.00.00.01.0
ore_ont_14883.owl,0.1685680.1661780.4724940.6125830.4329550.4066390.3020560.8502390.6850150.3299990.1580340.249180.2349740.1625020.3665920.1117610.2151020.1796350.3619910.0902030.20450.1420.3622960.57391.00.00.00.00.760331
ore_ont_12836.owl,0.356290.2079990.597550.2246020.5452180.00.00.7519650.8356160.0887733.17E-40.00.5061590.1829680.3602260.2369310.3524480.0721260.2993580.0542910.00.00.00.00.91670.08330.60.00.965079
ore_ont_16008.owl,0.9713870.0287610.1480410.00.00.00.01.01.00.00.00.00.00.1919810.9019610.0438540.7497330.0252490.8838720.0289520.00.00.00.00.00.00.00.00.0
ore_ont_9662.owl,0.3777740.0881450.410760.2639530.4844680.18750.4390550.9319760.913150.4253620.1608530.4001540.00.185970.5055060.0693330.3396130.1024790.4751530.0637710.14370.04920.4547430.65160.96670.03330.07140.0111110.710462
ore_ont_14831.owl,0.1299440.1018970.2249350.9674180.3487080.9629630.01.01.00.00.00.3122790.0512490.1857940.3133230.0992320.3228350.2146770.3005390.1549740.00.00.3645661.01.00.00.00.01.0
ore_ont_13298.owl,0.3016470.118460.4485510.3568080.4718530.6949260.4847521.01.00.380050.1247890.00.00.2305320.4909640.0860620.270130.1409370.451290.1213410.00.00.470891.01.00.00.00.01.0
ore_ont_8665.owl,0.1425230.0862190.3614080.1612540.3121340.3511110.2320731.01.00.319570.3221780.00.00.228090.3620230.0750740.2686340.1041990.2918560.0963620.07410.00.2552220.92591.00.00.00.00.857143
ore_ont_1508.owl,0.5650380.1455490.420290.4991280.6884360.00.00.9997920.9997610.00.00.5786850.00.1031890.6152940.0909250.5923270.1748430.684410.0413970.63210.00.6472450.36751.00.00.00.172841.0
ore_ont_12191.owl,0.5296330.1543780.4967410.1640450.6371210.0427650.4690610.8860410.9277770.4571480.0318710.4794410.5297330.2489970.6155070.1410920.5057160.1946280.6034650.1185590.01390.06310.4665480.35750.91450.08550.02440.00.917855
ore_ont_16630.owl,0.180660.0537440.2876510.2156180.2734930.00.00.7566640.7741940.0443870.0017810.00.3626780.1620180.2314670.2244090.3370460.0885430.1724830.0691170.00.00.00.00.71430.28570.19640.0416670.961039
ore_ont_7926.owl,0.5887540.0287610.0013520.00.00.00.01.01.00.00.00.00.00.1919070.6416330.0438130.7203580.0252490.5897820.0289520.00.00.00.00.00.00.00.00.0
ore_ont_12007.owl,0.2041560.0407560.2964220.00.2335590.00.01.01.00.00.00.00.00.2061750.3866960.0516640.2441740.0405910.3019320.0465450.00.00.00.00.00.00.00.00.0
ore_ont_5519.owl,0.8162540.041470.1773780.1699220.7163790.9366230.8048361.01.00.7660280.2117910.00.9077520.1820070.8033040.1194230.8773880.0597760.7949380.0437550.00.00.80521.01.00.00.00.01.0
ore_ont_1603.owl,0.2679710.1554670.4508520.6501050.4971020.1927080.3841320.4906240.5280330.4556570.3791830.4278760.00.1979480.4586940.1117760.2849910.1734840.4437060.1244070.00.61510.3999720.28821.00.00.00470.00.853026
ore_ont_11695.owl,0.5668940.1766390.4942910.4820690.7091460.4449230.6890640.9921430.9968380.6744180.5127290.550860.00.2589910.6962530.1243150.5037160.2153260.6975250.1645970.39050.00.6806730.59471.00.00.00.4635760.938202
ore_ont_13704.owl,0.1292350.1289930.4685190.2943180.3446130.00.00.6628790.7142860.00.00.00.2846660.0683760.138880.2201910.1586060.1058530.1468370.0355550.00.00.00.00.63410.36590.70730.00.981982
ore_ont_12584.owl,0.1485480.1072610.2577690.00.3296120.00.01.00.00.00.00.00.1189960.00.00.1082770.2964890.0233680.1925760.0267950.00.00.00.01.00.00.00.01.0
ore_ont_10388.owl,0.1595910.0856140.4265470.078590.3163670.0215050.00.9672870.6737590.00.00.00.0512490.1732510.3034350.1117110.1642290.0970050.2514460.0305150.1250.00.1260750.50.89160.10840.00.00.85
ore_ont_14334.owl,0.2252640.2318180.5274090.644620.4972590.0043860.00.5453470.1661970.3376650.1126830.3872620.3942810.1353010.3629040.1204930.2537740.1953980.3813810.08080.35590.22520.0542970.00450.94440.05560.33330.00.925
ore_ont_14593.owl,0.4775170.0747790.3841950.1555020.5203450.0258670.1767170.8565880.8376840.379710.0301190.3919050.5226570.1921090.5453810.0844810.3111710.0869970.5101950.0656880.00.47120.3480130.16150.93860.06140.00.00.836041
ore_ont_8470.owl,0.6202550.1253560.3260880.0273330.6689420.4269830.4696661.00.9998550.5707060.1111230.3348570.00.2678740.6972020.0883670.6666520.1493730.6704330.1660410.40180.00.4535540.59821.00.00.00.00.94382
ore_ont_14280.owl,0.5133820.1244490.4535460.304630.6165260.4157350.6099471.00.9943150.4847850.0812560.4059350.00.2136470.6231430.0876190.3561410.1479390.6117130.1097550.34480.00.5889670.65521.00.00.00.01.0
ore_ont_16120.owl,0.4778240.0791340.3963420.1552030.5271730.0258670.1767170.8569170.8379430.379710.0288880.4251990.5226570.1921090.5453810.0846970.3111710.0869970.5101950.0656880.00.47210.3480130.16180.940.060.00.00.83913
ore_ont_15152.owl,0.458720.1451660.3461080.5271610.6192790.00.01.01.00.00.00.00.00.00.00.0679560.4446480.1743380.6064390.0289420.69840.00.5553330.30161.00.00.00.00.0
ore_ont_15260.owl,0.5225260.1474680.4869750.2632540.637250.4644830.6444491.00.9967770.4840540.0522690.2850730.00.2922640.6575220.1120740.3616270.177540.6257760.1773050.00.00.6136421.01.00.00.00.01.0
ore_ont_5398.owl,0.4842470.0737140.3813380.1520810.5241870.0269690.2518570.8611650.8438920.3665180.0231950.3301290.5293320.194650.557640.0834490.309360.088590.5233630.0682140.00.49830.363060.170.91390.08610.00.00.768898
ore_ont_3480.owl,0.6401430.0287640.2044230.00.00.00.01.01.00.00.00.00.00.1211720.6365580.0048880.2284940.0252530.6292820.0289570.00.00.00.00.00.00.00.00.0
ore_ont_5462.owl,0.4681290.1344080.2916610.6113340.6290250.00.01.01.00.00.00.00.00.00.00.0577630.4974020.1608730.6215420.0289470.51330.00.62530.48671.00.00.00.00.0
ore_ont_5894.owl,0.4087250.0889550.4156440.1831220.4965520.0133560.0928290.8105170.7479640.3612880.042180.3666210.3709590.192110.5176140.0713580.2500680.1029380.4856480.0773720.00.5470.2521490.05940.83860.16140.00.00.808874
ore_ont_7995.owl,0.2480770.0541650.3155890.1671830.3256520.9960320.4162761.01.00.00.00.00.00.1808840.4157220.0498690.2090620.0583280.3569480.0423810.00.00.3507311.01.00.00.00.00.0
ore_ont_13737.owl,0.1502860.1003920.3818120.4430410.3410660.024390.00.7977270.7205880.0443870.0025070.1721070.3014780.0808260.2496290.105660.248150.1516280.2826390.0289630.39220.05880.1878380.19610.85370.14630.02440.00.8875
ore_ont_3282.owl,0.6812550.1475750.3186370.0572750.7298240.4764370.4709180.9997130.9998170.7030950.4249150.6432020.00.257570.7367220.0967070.7247670.177440.7302540.1732470.09990.00180.5940310.89561.00.00.01320.5099340.900356
ore_ont_12107.owl,0.1121850.1592990.4333110.818250.3993760.0961540.1767170.3733380.4263570.3288790.2479150.2664050.00.1340950.3108260.1274510.2090620.1909210.3214820.0906480.06150.42310.2738980.24621.00.00.0250.0583330.893333
ore_ont_1988.owl,0.1347680.1038740.3748440.2102270.3479820.7448980.2380730.9919730.990.00.00.00.3284730.1430150.3068960.1219290.309360.1572840.29840.0596440.00.03450.2637760.96551.00.00.00.00.0
ore_ont_955.owl,0.747750.0766430.2952130.2523850.7437120.3714850.7297841.01.00.7296620.2766690.00.7941720.2195190.7808440.1013590.8170550.1112170.7722690.0963990.00.00.7892281.01.00.00.00.00.666667
ore_ont_8858.owl,0.817310.0307040.0453630.2053680.5266210.6517810.4766911.01.00.00.00.00.8778690.1688750.6126160.3462440.8690460.0570520.5858360.0348919.0E-40.00.6042560.99911.00.00.00.5833331.0
ore_ont_4587.owl,0.4862360.0771020.3913240.1506340.5309810.0270530.2518570.8628190.845070.3650370.0213570.3696780.5330870.1945230.5574340.0845160.309360.0883750.5231060.0679730.00.50250.363060.1720.91390.08610.00.00.771368
ore_ont_13229.owl,0.7232460.1553870.4702170.3525720.7926350.403810.7719350.9980270.9988370.6798070.135160.5543980.00.2773540.7965660.1136550.644410.1874770.7928420.1702790.1440.00.7935010.85091.00.00.00.372340.94686
ore_ont_3797.owl,0.5267720.1411780.4355040.1087460.6234821.00.01.01.00.00.00.00.00.3016810.6521340.1094360.5428850.1690560.6126360.183190.00.00.5340721.01.00.00.00.00.0
ore_ont_9046.owl,0.7925650.0302820.0375620.0010210.4923575.91E-40.01.01.00.00.00.00.8571290.2120170.6264650.325170.8547650.0467180.5728330.053360.40.00.1524320.61.00.00.01.01.0
ore_ont_3301.owl,0.2908780.0825110.4134070.1504650.4039510.0041670.00.8388820.8089890.215630.0139560.1667370.3569880.1874870.412470.0800670.2378190.0824460.3605240.0612380.00.59150.0860590.02820.77550.22450.00.00.789474
ore_ont_904.owl,0.4937230.0483260.3192960.026560.4642990.0029330.00.9849890.9363970.2673130.0051530.1079930.00.1943380.5787190.0554550.3180390.0474620.5285160.0369850.25690.21530.2762360.22920.95790.04210.00.00.84188
ore_ont_2783.owl,0.4777630.0741470.3832260.1555020.5194830.0258670.1767170.8565880.8376840.379710.0302090.3851380.5226570.1921090.5453810.084680.3111710.0869970.5101950.0656880.00.47120.3480130.16150.940.060.00.00.838897
ore_ont_10951.owl,0.47530.2572630.4822610.633920.661510.00.00.8162721.00.00.00.00.619110.0925870.3885090.3838220.6310260.14920.4280190.0291610.2770.26330.4276750.45971.00.00.05260.00.866667
ore_ont_15583.owl,0.3853930.1424950.3477370.5410260.5689560.00.01.01.00.00.00.00.1772910.00.00.0666780.4332650.1723940.5504640.028920.59130.00.5238320.40871.00.00.00.00.0
ore_ont_4577.owl,0.728410.2424720.4591870.3102450.8219990.6987420.3948851.01.00.4620860.0027490.7500620.8136990.1373790.4814930.5779520.7149740.0929460.4740560.0652030.00.00.5039221.01.00.00.00.00.692308
ore_ont_7726.owl,0.5257120.1056620.3034740.314060.6082360.2469250.00.9996890.9997040.00.00.00.00.2195120.6351530.078340.3685580.1236240.6127340.1042890.00.00.6354210.99911.00.00.00.00.0
ore_ont_3082.owl,0.1179380.0278360.2513190.00.00.00.01.01.00.00.00.00.00.1897110.3202980.0426040.1460410.0240670.2273030.0275960.00.00.00.00.00.00.00.00.0
ore_ont_9943.owl,0.4837490.0287460.1006710.00.00.00.01.01.00.00.00.00.00.1918010.570150.0437540.4064780.025230.5090650.0289310.00.00.00.00.00.00.00.00.0
ore_ont_10254.owl,0.4270170.1140990.4367420.2601580.5446440.4584570.5529661.00.9998150.50020.2360340.00.00.2445840.5738940.0876670.3804870.1344920.5358160.1246360.00.00.5364361.01.00.00.00.9333331.0
ore_ont_9558.owl,0.4774560.0745010.3834530.1542620.5197340.0269730.1935450.8589310.8396590.3808910.0307680.3903260.5214520.1922270.5454570.0843710.3111710.0867140.5100930.0655930.00.47480.3507310.16860.93960.06040.00.00.844444
ore_ont_11014.owl,0.3600890.0613370.3238540.0518650.411130.1415980.4844151.01.00.303290.0321310.00.00.2176440.5011980.0613650.2932070.0672390.4381280.0699170.00.00.3392461.01.00.00.00.01.0
ore_ont_5057.owl,0.2662240.0836910.4052820.2574210.4008810.5250970.4383861.01.00.3850970.2707940.00.00.1997940.4445850.0652970.1744310.0957450.3959370.0761740.00.00.4072221.01.00.00.00.01.0
ore_ont_10109.owl,0.21660.1049770.4385010.4953630.4018660.0490570.1541860.6469180.6053510.2829670.0838460.2769290.2094770.1568180.3729070.0942970.2151020.1476510.360630.0711320.26830.21950.2121340.08540.69050.30950.01590.01.0
ore_ont_15217.owl,0.1754680.0388570.2743750.00.2033670.00.01.01.00.00.00.00.00.2018840.3651970.0493030.2121380.0381630.2786740.043760.00.00.00.00.00.00.00.00.0
ore_ont_1473.owl,0.3578970.0487770.3416490.00.3719530.00.01.01.00.00.00.00.00.216320.495880.0572470.2259860.050850.4251080.0583090.00.00.00.00.00.00.00.00.0
ore_ont_12414.owl,0.6504930.0430520.1361620.1804450.6779780.160090.6306161.00.9999370.5720550.0185680.5158930.8874580.243190.7189770.2440240.8606240.1187660.6940740.1134630.02990.00.6761810.97011.00.00.00.01.0
ore_ont_5815.owl,0.6283080.0394410.2009550.1013030.5191461.00.01.01.00.00.00.00.00.1639150.6610430.0363280.3402430.0389150.6347710.0289570.00.00.6088761.01.00.00.00.00.0
ore_ont_3500.owl,0.4838450.0731250.3799650.1501620.5228680.0270850.2518570.8633930.8460370.3639570.0225040.3306170.5293320.1946280.5573550.0836640.309360.0883440.5229460.0680440.00.50510.363060.17290.91120.08880.00.00.773305
ore_ont_3806.owl,0.132730.1233890.4802850.2257470.350840.00.00.8281850.6436170.0887730.0072730.00.2214930.1594830.3180530.0924910.1311810.1403530.2939310.0289630.09380.09380.1628920.21881.00.00.16670.00.4
ore_ont_5193.owl,0.7570210.0294060.0389853.65E-40.4104181.1E-40.01.01.00.00.00.00.8289120.1990670.6087250.2982590.8317520.0329860.5527180.037730.66670.00.0542970.33331.00.00.00.00.0
ore_ont_5834.owl,0.2247280.2323550.5275740.6464050.4972980.0043860.00.5440840.1661970.3379920.1132640.3872620.3942810.1355970.3629040.1207870.2537740.1957540.3813010.0809330.35590.22520.0542970.00450.94120.05880.35290.00.925
ore_ont_1784.owl,0.1979960.1326080.4548530.4411020.4156540.3300650.3020560.9102930.7680.3339460.1556760.2458240.2349740.1793410.3824810.0991730.2399930.1458280.357280.0836550.13480.10640.3583580.68091.00.00.00.00.770992
ore_ont_9590.owl,0.6342750.0291370.1586118.9E-50.2910180.00.01.01.00.00.00.00.00.1125840.6265551.8E-40.0330480.0257310.6250260.0294771.00.00.00.00.00.00.00.00.0
ore_ont_7639.owl,0.078130.1066830.4294470.4711990.2910180.00.00.4633580.1428570.1246090.0219730.130570.00.1154730.1851740.1936850.2121380.1862770.188550.0511630.00.07690.00.00.57140.42860.04760.00.915094
ore_ont_5220.owl,0.2567970.0297060.0948450.00.1892520.00.01.01.00.00.00.00.5371270.1949910.417290.1788620.4715490.0298210.3369950.0341950.00.00.00.00.00.00.00.00.0
ore_ont_13898.owl,0.2840660.0806860.406710.0985440.3948280.004630.00.8962390.8377860.00.00.00.3433890.1777840.4054480.0769790.2378190.0791910.3566140.0523910.00.60.0860590.04440.69860.30140.00.00.876289
ore_ont_7218.owl,0.42050.202220.4243550.2728940.6028070.7480580.5530871.01.00.3917820.0232890.00.00.3682690.6154210.1509880.5581620.2474140.5730610.2629680.00.00.5361861.01.00.00.00.01.0
ore_ont_13851.owl,0.4836910.0728190.3788860.1509620.5223070.0270850.2518570.862520.8449510.3650370.0229740.3245130.5293320.1946610.5573550.0836010.309360.0883570.5229340.0680530.00.50250.363060.1720.91390.08610.00.00.770386
ore_ont_10133.owl,0.27940.0878920.3992680.1975920.4105610.6971610.4145161.01.00.00.00.00.00.2204120.4580650.0719080.3129430.1011070.4028880.0909270.00.00.3914551.01.00.00.00.00.0
ore_ont_2361.owl,0.6351640.0504070.1713880.273430.699750.2156990.6513821.00.9999410.5957790.0289510.552430.8786430.2623830.7238090.2418990.853710.1524090.7040910.145570.00.00.7077091.01.00.00.00.9722221.0
ore_ont_2820.owl,0.728710.1379430.2950540.3104420.7744770.7459150.4924631.00.999960.6679640.1401630.3348570.00.2447940.7835780.0894820.7930020.1650440.7844140.1593790.00850.00.7953830.99151.00.00.00.00.94382
ore_ont_5263.owl,0.1983490.1113480.2404110.00.3674710.00.01.00.00.00.00.00.1324760.00.00.1091110.3402430.0241490.2326740.027690.00.00.00.01.00.00.00.01.0
ore_ont_6149.owl,0.3411670.1013690.4355950.071530.4601410.049180.1077711.01.00.2478980.01280.295690.00.2558590.5017480.0830680.2920830.1231920.4446150.1330780.00.00.3461481.01.00.00.00.01.0
ore_ont_11522.owl,0.167610.0988530.3930170.4420670.3587460.388430.01.01.00.0703510.0038110.2282190.00.2095430.3668670.0809730.2986070.1638930.3301920.1414090.00.00.3533571.01.00.00.00.01.0
ore_ont_14128.owl,0.105170.0658150.3588820.3054580.2626370.3510640.0464151.01.00.00.00.00.00.1633330.3041410.0527160.2025380.1050250.2615220.0778280.05880.00.2738980.94121.00.00.00.00.0
ore_ont_3892.owl,0.2457170.120650.4399080.3053090.419890.00.00.6628790.399510.2239040.0186710.046510.3326990.1896830.3654780.1432140.2996450.1759460.3436330.0800780.00.92860.00.00.66670.33330.00.00.884211
ore_ont_316.owl,0.354010.1195680.4453770.2800370.5016430.385010.492421.01.00.00.00.00.00.2396460.5235020.0884910.2837460.1423310.4842640.1274450.14460.00.4733470.85541.00.00.00.2916671.0
ore_ont_16191.owl,0.2730330.0783490.4097070.1159340.384470.0050760.00.8778840.8306640.00.00.00.3433890.1871980.3993140.0799480.2378190.0724370.3413480.055230.00.60.0860590.04440.70270.29730.00.00.876289
ore_ont_2338.owl,0.2314830.1390940.5268710.0187230.4148540.018470.01.00.4387990.00.00.00.00.1870130.3967280.1166320.1954460.1684050.3776790.0314950.14290.00.1524320.85711.00.00.00.00.0
ore_ont_6024.owl,0.2191950.0323680.2305150.00.1659860.00.01.01.00.00.00.00.00.2097630.3041410.1889320.1990690.045520.2092180.0521960.00.00.00.00.97310.02690.00.01.0
ore_ont_8627.owl,0.4718670.1417140.4362020.4305190.5823210.3870970.2206960.9968160.9978490.1246093.03E-40.316610.6175050.2229730.4103540.2528090.4465420.1907830.3825760.1654030.11040.00.3854050.88311.00.00.00.0179491.0
ore_ont_2652.owl,0.1347680.1102710.3418090.4136730.3555650.4615380.2606041.01.00.2542440.1284740.261140.00.1810560.3319210.0662270.2207260.1479140.2998330.1236480.00.00.3232981.01.00.00.00.00.666667
ore_ont_13106.owl,0.735060.2429640.4851710.3681360.8290190.703440.5018051.01.00.4761770.0031750.7479820.8153620.1843190.5858990.4277360.7186550.1479090.5852290.1164240.28480.00.5831880.71521.00.00.00.1060611.0
ore_ont_12698.owl,0.5934870.0948290.3953870.1015340.6257910.2000320.6173560.9939650.9930170.5951340.2233140.4859420.0812270.246870.6757730.0826150.5281080.1098270.6398760.1081520.21440.00840.5566290.73151.00.00.02440.1138210.814286
ore_ont_8759.owl,0.5037540.0369230.2985671.68E-40.4094071.49E-40.01.01.00.00.00.00.00.201880.5885370.0493120.3456990.0357120.5297960.0409250.00.00.0542971.01.00.00.00.00.0
ore_ont_10445.owl,0.6022520.6170970.9470270.0092170.8657941.00.01.01.00.00.00.00.00.9097190.868240.4388640.691780.7777550.845850.891720.00.00.3935441.01.00.00.00.00.0
ore_ont_14412.owl,0.0925780.1860890.4643830.2574210.3587460.00.00.7110390.3977270.00.00.00.00.1492940.2393340.1994550.2607150.2097070.2360540.0255490.00.00.00.00.94740.05260.05260.00.83
ore_ont_3784.owl,0.4681520.1344060.2917410.6113340.6290310.00.01.01.00.00.00.00.00.00.00.0577770.4974020.1608910.6215490.0289470.51330.00.62530.48671.00.00.00.00.0
ore_ont_4092.owl,0.4836910.0732730.3800040.1509620.5230550.0270850.2518570.862520.8449510.3650370.0228780.3384120.5293320.1946610.5573550.0835870.309360.0883570.5229340.0680530.00.50250.363060.1720.91390.08610.00.00.769892
ore_ont_8417.owl,0.4844570.07280.3788220.1494780.5227350.0268240.2518570.8638720.8463190.3650370.0227830.3325350.5293320.1946350.5580020.0832430.309360.0877990.5234370.067690.00.50250.363060.1720.91370.08630.00.00.769892
ore_ont_3842.owl,0.1033350.0319880.1403350.00.0926010.00.01.01.00.00.00.00.00.1731810.2982660.0415320.2355860.0237890.211540.0272780.00.00.00.01.00.00.00.01.0
