Ontology,SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP
ore_ont_11895.owl,156,1.228571429,25,2.127633411,0.132867133,40,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0.908450704,0.862068966,0,0,0,0,0,13,1.006993007,27,144,1.216783217,27,174,1.258741259,4,180,0,0,0,1.167832168,4,167,0,0,0,0,0,0,0,0,3,0.1579,6,0.3158,3,0.1579,0,0,1,0.0526,0,0,6,0.3158,3,0.6,2,0.4,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1
ore_ont_11896.owl,3712,2.82160804,7311,3.129758454,0.152159013,7975,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.365775645,689,10355,2.517934658,689,11021,2.822252684,60,12353,0,0,0,2.670093671,60,11687,0,0,0,0,0,0,0,0,0,0,666,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_11899.owl,36158,1.153212042,34127,0.792626485,0.281123139,57548,0,4429,0.18518044,0,0,22913,31215,0,0,11,11,0,0,1,0.999959828,13008,0.03252122,6725,0,6671,325293,1.397815012,1548,70243,8.33714081,160337,418958,2.14528775,10,107805,0,0,0,1.679097349,9,84378,0,0,0,0,4430,0.3136,0,0,0,0,9697,0.6864,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,3,0.1154,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0.384615385,1
ore_ont_11901.owl,163,2.211764706,1,2.845402039,0.184210526,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810810811,0.141509434,0,0,0,14,0,47,0.394736842,4,15,7.684210526,27,292,3.815789474,14,145,0,0,0,1,2,38,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5375,37,0.4625,0,0,2,0.025,6,0.075,0,0,0,0,0,0,0,0,10,0,0,6,80,74,0,0,0.95505618
ore_ont_11906.owl,19896,1.000150761,1,0.011512312,1.51E-04,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999849231,0.999798874,0,0,0,0,0,0,0.999447208,18429,19888,0.99959797,18429,19891,1.000150761,2,19902,0,0,0,1,2,19899,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_11910.owl,2171,1.096157675,667,0.944921818,0.126324368,968,0,0,0.204431737,0,0,754,936,0,0,8,8,0,0,1,0.998216197,529,0.050909441,7,0,215,7568,1.140179299,200,2798,4.352485738,3233,10681,1.399755501,6,3435,0,0,0,1.271393643,6,3120,0,0,0,0,0,0,0,0,0,0,310,1,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,4,0.1667,7,0.2917,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.8
ore_ont_11929.owl,163,2.211764706,1,2.845402039,0.184210526,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810810811,0.141509434,0,0,0,14,0,47,0.394736842,4,15,7.684210526,27,292,3.815789474,14,145,0,0,0,1,2,38,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5375,37,0.4625,0,0,2,0.025,6,0.075,0,0,0,0,0,0,0,0,10,0,0,6,80,74,0,0,0.95505618
ore_ont_1194.owl,88443,3.244433561,94992,2.952183453,0.687494716,601375,120,17673,0.779908285,0,9.69E-04,101428,38466,0,0,65,64,0,0,0.999341473,0.998526185,219108,0.5435844,96116,81859,81843,18055,0.551082338,98,123853,2.63548466,3315,592312,2.523273043,34,567093,0,0,0,1.422661238,33,319736,0,0,0,0,24095,0.1559,130,0.0008,0,0,130268,0.8431,0,0,0,0,9,0.0001,9,0.0001,0,0,174,1,0,0,0,0,0,0,19,0.1092,0,0,0,0,0,0,0,0,68,0,0,10,30,26,40,0.229885057,0.948186528
ore_ont_11948.owl,5110,1.4309776,1030,2.400731403,0.142857143,2504,0,279,0.027084818,0,0,42,89,0,0,5,5,0,0,0.881811577,0.846036916,293,0.04360768,125,19,10,1285,1.019128329,51,4209,1.5968523,88,6595,1.485472155,9,6135,0,0,0,1.249152542,9,5159,0,0,0,0,0,0,2,0.0034,298,0.5051,102,0.1729,188,0.3186,0,0,0,0,0,0,0,0,308,0.9139,29,0.0861,0,0,3,0.0089,4,0.0119,0,0,0,0,0,0,0,0,119,44,0,16,68,174,0,0,0.773305085
ore_ont_11949.owl,105,0.761904762,2,1.401611388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8,57,1.157894737,8,66,1.01754386,2,58,0,0,0,1.01754386,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.7045,13,0.2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1
ore_ont_11972.owl,163,2.211764706,1,2.845402039,0.184210526,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810810811,0.141509434,0,0,0,14,0,47,0.394736842,4,15,7.684210526,27,292,3.815789474,14,145,0,0,0,1,2,38,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5375,37,0.4625,0,0,2,0.025,6,0.075,0,0,0,0,0,0,0,0,10,0,0,6,80,74,0,0,0.95505618
ore_ont_11978.owl,211,2.822222222,116,3.008878376,0.464566929,494,0,0,1,0,0,4,59,0,0,3,2,0,0,1,1,92,0.158894646,92,0,0,73,0.929133858,2,118,2.645669291,56,336,2.37007874,59,301,0,0,0,1.905511811,59,242,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,54,0,0,1
ore_ont_11989.owl,4799,1.52068901,829,2.541867276,0.147749788,2797,0,247,0.026813435,0,0,17,31,0,0,5,5,0,0,0.876840317,0.838726246,382,0.05601173,556,18,15,1155,1.002830456,53,3543,1.607415794,90,5679,1.473818285,9,5207,0,0,0,1.234361732,9,4361,0,0,0,0,0,0,2,0.0038,245,0.4693,87,0.1667,174,0.3333,0,0,5,0.0096,0,0,9,0.0172,498,0.9396,32,0.0604,0,0,3,0.0057,7,0.0132,0,0,0,0,0,0,0,0,308,46,0,10,73,183,0,0,0.844674556
ore_ont_1199.owl,150710,1.954094806,677,2.373445731,0.04283747,145238,0,223,0.01014944,0,0,768,842,0,0,8,8,0,0,0.999706985,0.999601496,476,0.001626294,100755,100475,100025,117925,0.941135105,13516,32120,4.402912479,59806,150267,1.092736383,10,37294,0,0,0,1.019807202,6,34805,4,0.0027,0,0,493,0.3372,2,0.0014,4,0.0027,959,0.656,0,0,0,0,0,0,0,0,0,0,151,1,0,0,2,0.0132,5,0.0331,21,0.1391,0,0,0,0,0,0,0,0,108,0,0,23,33,23,66,0.437086093,0.900355872
ore_ont_12000.owl,3302,1.266888151,2126,1.556652527,0.137669801,2651,0,0,0.306472432,0,0,2805,4229,0,0,9,9,0,0,1,1,1662,0.144170715,0,0,1662,6104,1.416666667,151,5423,3.148902821,5264,12054,1.692789969,5,6480,0,0,0,1.555120167,5,5953,0,0,0,0,0,0,0,0,0,0,527,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_12007.owl,295,1.108474576,33,1.875630522,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.105084746,39,326,1.105084746,39,326,1.108474576,3,327,0,0,0,1.108474576,3,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12009.owl,1169,0.998289136,2,1.400945411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.999133449,47,1153,0.999133449,47,1153,1.000866551,2,1155,0,0,0,1.000866551,2,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1
ore_ont_12012.owl,41821,2.229907824,53605,3.06338774,0.203930923,64580,0,0,0.458356941,0,0,26758,50828,0,0,11,11,0,0,0.976051446,0.961151832,0,0,0,0,0,0,1.818643259,3164,95306,2.030054384,3164,106385,2.230359699,68,116882,0,0,0,2.022879496,68,106009,0,0,0,0,0,0,0,0,1255,0.1174,9432,0.8826,0,0,0,0,0,0,0,0,0,0,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,0,0,1
ore_ont_12039.owl,5026,1.486670245,855,2.494639448,0.144228206,2738,0,262,0.024500666,0,0,13,23,0,0,2,2,0,0,0.8784,0.841019417,398,0.057216791,576,13,15,1176,1.001066382,53,3755,1.58677686,90,5952,1.462010131,9,5484,0,0,0,1.227672621,9,4605,0,0,0,0,0,0,2,0.0037,263,0.4861,85,0.1571,175,0.3235,0,0,5,0.0092,0,0,11,0.0203,507,0.9406,32,0.0594,0,0,3,0.0056,7,0.013,0,0,0,0,0,0,0,0,313,48,0,12,78,188,0,0,0.840746055
ore_ont_12043.owl,5557,1.514223195,1554,2.516291132,0.18211631,4358,403,0,0.19678966,0,0,238,354,0,0,3,3,0,0,0.966476775,0.948301021,316,0.042461704,762,0,0,1286,1.048753826,77,4797,1.479667687,89,6768,1.534980324,9,7021,0,0,0,1.339527766,9,6127,153,0.1837,0,0,61,0.0732,0,0,0,0,619,0.7431,0,0,0,0,0,0,0,0,0,0,538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,8,0.014869888,1
ore_ont_12061.owl,214,1.088785047,20,1.693240343,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.08411215,26,232,1.08411215,26,232,1.088785047,3,233,0,0,0,1.088785047,3,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12084.owl,736,1.543757293,158,2.572265473,0.199669967,468,0,70,0.003558719,0,0,0,0,0,0,0,0,0,0,0.803305785,0.748466258,30,0.027675277,10,10,10,103,0.927392739,16,562,1.419141914,36,860,1.48349835,5,899,0,0,0,1.259075908,4,763,0,0,0,0,0,0,1,0.0083,39,0.3223,2,0.0165,77,0.6364,0,0,0,0,0,0,2,0.0165,65,0.7065,27,0.2935,0,0,1,0.0109,6,0.0652,0,0,0,0,0,0,0,0,23,6,0,5,27,48,0,0,0.852459016
ore_ont_12087.owl,110490,2.435211872,166701,1.979050231,0.153082974,187236,0,219,0.507221519,0,0,26705,79056,0,0,7,7,0,0,1,0.999980324,108506,0.426955328,54173,0,54220,0,1.944466594,54126,253609,2.102050205,54126,274162,2.435703004,17,317679,0,0,0,2.278119393,17,297126,0,0,0,0,494,0.0247,0,0,0,0,19472,0.9753,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,5,0.1667,8,0.2667,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.772727273
ore_ont_12097.owl,2202,1.253771074,523,1.942844854,0.04248366,572,0,0,0.047393365,0,0,231,276,0,0,4,4,0,0,1,1,0,0,0,0,0,1028,1.379084967,45,1688,2.261437908,623,2768,1.468954248,6,1798,0,0,0,1.426470588,6,1746,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12101.owl,89,1.604651163,39,2.105924965,0.540540541,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452054795,0.402777778,3,0.018518519,1,0,0,1,0.959459459,6,71,1.851351351,14,137,1.581081081,8,117,0,0,0,1.513513514,8,112,0,0,0,0,0,0,0,0,4,0.1,0,0,0,0,0,0,1,0.025,23,0.575,12,0.3,22,0.449,27,0.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,41,44,0,0,0.988764045
ore_ont_12107.owl,115,2.55465587,69,2.741482725,0.778443114,394,12,2,0.096153846,0.182692308,0,13,31,0,0,3,3,0,0,0.457831325,0.426356589,169,0.480113636,52,71,32,0,0.622754491,4,104,2.461077844,25,411,2.538922156,9,424,0,0,0,1.407185629,7,235,0,0,15,0.1154,8,0.0615,13,0.1,55,0.4231,32,0.2462,0,0,6,0.0462,1,0.0077,0,0,0,0,80,1,0,0,2,0.025,0,0,16,0.2,0,0,0,0,0,0,0,0,61,0,0,24,57,61,4,0.05,0.893333333
ore_ont_1211.owl,1168,1.254003559,522,1.942300846,0.042692939,571,0,0,0.047505938,0,0,231,276,0,0,4,4,0,0,1,1,0,0,0,0,0,1028,1.382594417,45,1684,2.269293924,623,2764,1.47044335,6,1791,0,0,0,1.427750411,6,1739,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12112.owl,186,1.468227425,70,2.284919356,0.532110092,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462962963,0.254901961,14,0.041176471,13,0,0,111,0.935779817,7,102,2.76146789,37,301,1.853211009,9,202,0,0,0,1.633027523,9,178,0,0,0,0,0,0,7,0.1207,9,0.1552,0,0,0,0,0,0,2,0.0345,24,0.4138,16,0.2759,20,0.3175,43,0.6825,0,0,0,0,1,0.0159,0,0,0,0,0,0,0,0,10,0,0,0,55,51,0,0,1
ore_ont_12118.owl,123,1.76056338,91,1.533182672,0.909090909,162,90,0,0.957446809,0,0,0,0,0,0,0,0,0,0,1,1,0,0,90,0,0,4,0.949494949,90,94,1.858585859,90,184,2.818181818,3,279,0,0,0,1.909090909,2,189,0,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,1
ore_ont_1212.owl,33802,1.210208789,17,1.073313021,0.090909091,7108,12,0,0.097560976,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4548,0,0,33665,0.931818182,15,123,238.3333333,9307,31460,1.212121212,3,160,0,0,0,1.121212121,3,148,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
ore_ont_12128.owl,187598,1.711332812,251270,2.231237936,0.413924909,393331,0,190,0.487371539,0,0,257617,309563,0,0,24,24,0,0,0.965004782,0.949534766,445145,0.674270056,220668,162657,60267,220948,1.371400711,11113,438792,2.47937392,114594,793298,2.202682219,1405,704768,0,0,0,1.785316244,1405,571228,0,0,0,0,438,0.0033,4,0,11193,0.0845,120804,0.9121,0,0,0,0,0,0,0,0,0,0,62,1,0,0,1,0.0161,0,0,9,0.1452,1,0.0161,0,0,0,0,0,0,32,0,0,10,26,25,2,0.032258065,0.896226415
ore_ont_12141.owl,320,2.567084079,82,3.043860689,0.459615385,882,0,15,0.241157556,0.064308682,0,41,64,0,2,7,7,0,2,0.892100193,0.430463576,127,0.156019656,101,0,38,0,0.598076923,19,311,2.146153846,26,1116,2.665384615,19,1386,0,0,0,1.155769231,5,601,0,0,9,0.0377,57,0.2385,25,0.1046,22,0.0921,126,0.5272,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,10,0.2564,0,0,0,0,0,0,0,0,29,0,0,0,10,10,0,0,1
ore_ont_12149.owl,38591,0.999974087,0,1.139889958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.999948174,356,38589,0.999948174,356,38589,0.999974087,1,38590,0,0,0,0.999974087,1,38590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12150.owl,175,1.744897959,22,1.605706216,0.140939597,146,21,0,0.15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,0,0,19,0.939597315,111,140,1.167785235,113,174,2.053691275,5,306,0,0,0,1.140939597,2,170,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1
ore_ont_12152.owl,5544,1.473477715,1541,2.452611783,0.180418042,4081,401,0,0.195725063,0,0,238,355,0,0,3,3,0,0,0.967372134,0.94928751,308,0.042938798,543,0,0,1290,1.049944994,77,4772,1.481848185,89,6735,1.532673267,9,6966,0,0,0,1.338833883,9,6085,148,0.1805,0,0,61,0.0744,0,0,0,0,611,0.7451,0,0,0,0,0,0,0,0,0,0,537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,8,0.014897579,1
ore_ont_12161.owl,9705,1.223905204,2175,2.32022122,0,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.223928277,39,11877,1.223928277,39,11877,1.224031327,4,11878,0,0,0,1.224031327,4,11878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_12174.owl,5305,2.524626049,194,3.131315938,0.416470588,8364,0,10,0,0,0,0,0,0,0,0,0,0,0,0.58254717,0.543529412,19,0.001406886,1410,1860,11,2199,0.96,24,408,7.823529412,324,3325,1.985882353,11,844,0,0,0,1.454117647,11,618,0,0,0,0,0,0,0,0,32,0.1808,0,0,117,0.661,0,0,6,0.0339,14,0.0791,8,0.0452,104,0.7536,34,0.2464,10,0.0725,2,0.0145,8,0.058,1,0.0072,0,0,0,0,0,0,41,0,0,22,3,71,0,0,0.841772152
ore_ont_12182.owl,8127,3.509997562,145,2.839481317,0.572519084,20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423076923,0.236180905,22,7.68E-04,0,2537,0,2547,1.519083969,12,199,31.19847328,1239,4087,2.671755725,14,350,0,0,0,2.099236641,14,275,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5753,31,0.4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0.1
ore_ont_12191.owl,8147,2.478425846,4264,3.142688335,0.156064339,13877,0,6,0.042764794,0.005370462,0,1101,1816,0,2,8,7,0,2,0.901406409,0.927777231,1259,0.061721737,1267,1482,264,1292,1.457035212,256,10055,2.785103608,989,19220,2.584408057,12,17835,0,0,0,1.61773656,10,11164,0,0,0,0,15,0.0139,191,0.1773,68,0.0631,385,0.3575,418,0.3881,0,0,0,0,0,0,0,0,599,0.9145,56,0.0855,16,0.0244,17,0.026,21,0.0321,0,0,0,0,0,0,0,0,207,0,0,104,570,538,0,0,0.917854718
ore_ont_12194.owl,19137,1.012854679,247,1.360479984,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.012802425,28,19382,1.012802425,28,19382,1.012854679,3,19383,0,0,0,1.012854679,3,19383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12203.owl,74849,5.062458489,9,2.907499172,0.619820589,344820,0,640,0,0,0,0,0,0,0,0,0,0,0,0.833333333,1,0,0,0,82748,50033,73952,0.383169586,753,897,103.715079,74216,242797,2.115335327,4,4952,0,0,0,1.003417343,2,2349,0,0,0,0,413,0.2846,0,0,390,0.2688,648,0.4466,0,0,0,0,0,0,0,0,0,0,24,0.96,1,0.04,1,0.04,0,0,3,0.12,0,0,0,0,0,0,0,0,1,0,0,2,4,4,0,0,0.866666667
ore_ont_12208.owl,37815,2.691086242,99857,2.511555976,0.579267681,152000,0,8,0.714545085,0,0,56186,76390,0,0,66,66,0,0,1,1,21092,0.153019102,6,14,4,0,1.534091289,8919,137631,2.113325531,8919,189597,2.691957867,358,241509,0,0,0,2.113035724,358,189571,0,0,0,0,2,0,0,0,0,0,51967,1,0,0,0,0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,13,0.1444,0,0,0,0,0,0,0,0,78,0,0,16,14,14,42,0.466666667,0.90960452
ore_ont_12219.owl,5565,1.511416953,1542,2.515351107,0.179846659,4334,402,0,0.195116861,0,0,238,354,0,0,3,3,0,0,0.967515364,0.949499165,308,0.041364491,763,0,0,1292,1.049726177,77,4792,1.480394304,89,6758,1.530777656,9,6988,0,0,0,1.337568456,9,6106,148,0.1803,0,0,61,0.0743,0,0,0,0,612,0.7454,0,0,0,0,0,0,0,0,0,0,537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,8,0.014897579,1
ore_ont_1222.owl,87,2.245033113,73,3.017428557,0.586538462,194,0,4,0,0.044642857,0,0,0,0,0,0,0,0,0,0.40776699,0.266233766,8,0.033613445,2,0,0,0,1.076923077,8,112,2.538461538,15,264,2.576923077,12,268,0,0,0,1.692307692,9,176,0,0,0,0,0,0,15,0.2459,11,0.1803,0,0,0,0,0,0,25,0.4098,2,0.0328,8,0.1311,34,0.8293,7,0.1707,12,0.2927,0,0,0,0,1,0.0244,0,0,0,0,0,0,4,0,0,0,33,34,0,0,0.988095238
ore_ont_12221.owl,19451,1.339004581,2280,2.328982048,0.251241578,8807,2,0,0.975739999,0,0,21337,21516,0,0,12,12,0,0,1,1,0,0,0,0,0,0,0.836304139,42,21723,1.087622714,42,28251,1.339056785,6,34782,0,0,0,1.08773821,6,28254,0,0,0,0,2,0.0003,0,0,0,0,6524,0.9997,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0.5,1
ore_ont_12253.owl,181,2.13740458,67,2.621399639,0.515923567,316,0,9,0.214814815,0,0,30,58,0,0,4,4,0,0,0.653846154,0.588957055,127,0.309756098,15,78,9,15,0.859872611,9,135,2.50955414,28,394,2.044585987,6,321,0,0,0,1.420382166,6,223,0,0,0,0,0,0,6,0.0741,18,0.2222,27,0.3333,12,0.1481,0,0,17,0.2099,0,0,1,0.0123,86,0.9885,1,0.0115,0,0,4,0.046,4,0.046,0,0,0,0,0,0,0,0,20,0,0,44,79,80,0,0,0.792207792
ore_ont_12269.owl,13733,1.25972836,0,2.173872603,0.259850159,4819,0,0,1,0,0,13673,13673,0,0,12,12,0,0,1,1,0,0,0,0,0,0,0.740042042,57,13730,0.999892201,57,18551,1.259796259,2,23373,0,0,0,0.9999461,1,18552,0,0,0,0,0,0,0,0,0,0,4821,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12270.owl,910,2.741935484,401,2.939670009,0.17433414,2016,11,0,0.173165138,0,0,1,1,0,0,2,2,0,0,1,1,157,0.100319489,278,118,0,206,1.055690073,38,872,1.739709443,48,1437,1.658595642,15,1370,0,0,0,1.484261501,15,1226,0,0,0,0,0,0,0,0,0,0,144,1,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0.75
ore_ont_12281.owl,1568,1.876549094,1134,2.872745455,0.254074784,1839,0,76,0.371045776,0,0,1912,2326,0,0,11,11,0,0,1,0.987138264,0,0,0,0,0,0,1.288111218,62,2687,1.632310642,66,3405,1.887344199,8,3937,0,0,0,1.543144775,4,3219,0,0,0,0,76,0.1434,0,0,0,0,454,0.8566,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_12284.owl,7087,1.372866894,5455,1.736505761,0.393871962,10051,0,0,0.559891469,0,0,5635,8717,0,0,19,19,0,0,1,1,0,0,0,0,0,15267,1.072492297,1017,12531,2.773022937,6556,32400,1.860664156,24,21740,0,0,0,1.466792194,24,17138,0,0,0,0,0,0,0,0,0,0,4602,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12317.owl,50748,1.25467038,-3987,1.574786717,0.333328954,19385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,25369,0.999684754,25369,0,0,0,0.333315814,1,25368,0.640458296,1,48744,1.25474326,2,95496,0,0,0,0.947600778,1,72120,0,0,0,0,0,0,0,0,0,0,25369,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0.2,0.777777778
ore_ont_12323.owl,279,1.400503778,76,2.294844279,0.424657534,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572413793,0.418439716,16,0.035794183,13,0,0,112,0.965753425,8,141,2.445205479,38,357,1.719178082,9,251,0,0,0,1.51369863,9,221,0,0,0,0,0,0,8,0.129,13,0.2097,0,0,0,0,0,0,2,0.0323,24,0.3871,15,0.2419,25,0.3623,44,0.6377,0,0,0,0,1,0.0145,0,0,0,0,0,0,0,0,11,0,0,0,60,56,0,0,1
ore_ont_12325.owl,2607,1.594932544,788,2.624519049,0.168224299,1812,0,289,0.012398295,0,0,3,6,0,0,2,2,0,0,0.841449162,0.757443961,306,0.081840064,246,20,19,153,1.005062305,41,2581,1.385124611,42,3557,1.599299065,10,4107,0,0,0,1.306464174,7,3355,0,0,0,0,0,0,5,0.0116,245,0.5671,25,0.0579,154,0.3565,0,0,0,0,0,0,3,0.0069,193,0.8428,36,0.1572,0,0,3,0.0131,6,0.0262,0,0,0,0,0,0,0,0,87,21,0,11,44,107,0,0,0.813333333
ore_ont_12330.owl,25519,1.495278241,92,1.843512082,0.166165512,15157,0,0,0.004321075,0,0,5,18,0,0,3,3,0,0,1,0.974270163,92,0.003500894,0,0,4878,0,0.695875278,17203,21291,1.188521375,17203,36364,1.495620343,90,45760,0,0,0,1.002974245,5,30687,0,0,0,0,4306,0.847,0,0,0,0,778,0.153,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,6,0.8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
